age,annual_income,employment_years,loan_amount,loan_term,credit_history_years,credit_accounts,late_payments,debt_to_income,credit_utilization,savings_balance,existing_loans,education_level,employment_type,home_ownership,default_risk
49,617122.72,2.2,692299.99,36,0.5,5,3,0.3102,0.1946,272062.35,1,Graduate,Contract,Own,1
24,620007.19,11.7,266295.5,36,10.9,4,0,0.3247,0.1658,387161.85,2,Graduate,Salaried,Rent,0
30,1016328.14,4.2,863890.81,60,6.6,8,0,0.072,0.408,355950.48,0,Graduate,Salaried,Own,0
37,893211.28,5.7,487079.4,36,5.8,4,1,0.0945,0.5154,171743.82,0,Graduate,Salaried,Rent,0
30,660988.03,4.7,1228641.96,24,4.8,6,0,0.3423,0.1632,59529.18,1,Postgraduate,Self-employed,Own,0
37,286118.91,8.0,2161351.15,36,7.6,4,1,0.0962,0.1673,114554.74,2,High School,Contract,Own,1
40,853133.67,3.8,331487.22,60,6.8,1,1,0.3829,0.71,353058.45,0,High School,Self-employed,Own,1
44,967736.51,6.3,340479.89,48,5.3,7,3,0.4441,0.1917,793503.03,1,Graduate,Salaried,Own,1
25,2303529.77,1.1,383442.7,48,4.2,8,4,0.4339,0.9382,67667.81,1,Postgraduate,Salaried,Mortgage,1
54,1174338.8,10.7,662787.25,60,0.5,6,1,0.2184,0.5993,64195.89,0,Graduate,Salaried,Rent,0
26,228703.26,8.7,1065423.94,60,4.1,5,3,0.4182,0.2714,51102.54,3,High School,Salaried,Own,1
22,678652.04,4.8,294394.9,60,5.0,2,1,0.4528,0.5341,97447.81,2,Graduate,Salaried,Own,0
33,1760280.81,4.1,576546.71,12,7.6,9,1,0.2111,0.3723,384139.51,1,Postgraduate,Salaried,Mortgage,0
31,915915.61,8.6,411947.06,36,14.9,5,1,0.098,0.3803,515898.37,1,High School,Salaried,Own,0
43,778781.91,3.2,672511.02,48,4.5,1,0,0.4183,0.3075,34125.04,1,High School,Salaried,Rent,0
36,1066457.97,6.5,1200381.96,48,2.9,4,2,0.1822,0.8965,68636.0,4,Postgraduate,Salaried,Rent,1
51,461584.14,10.6,384919.5,36,4.1,4,1,0.2074,0.4442,59096.66,3,Postgraduate,Self-employed,Rent,0
31,845494.67,2.8,151992.87,24,7.6,4,2,0.39,0.1386,89910.6,3,Graduate,Salaried,Own,0
36,566351.52,7.5,729809.6,48,9.4,4,1,0.4297,0.1003,150667.99,2,Postgraduate,Salaried,Mortgage,0
28,643022.33,7.3,261906.92,48,9.9,4,3,0.1521,0.6452,130977.2,4,High School,Self-employed,Rent,1
24,1025178.83,5.6,410026.73,12,10.3,6,1,0.3965,0.9005,271513.6,0,Graduate,Salaried,Rent,1
60,390442.28,4.0,750558.52,36,10.9,10,2,0.3636,0.7381,38537.83,0,Graduate,Salaried,Rent,0
24,1319967.93,10.9,545964.65,24,5.9,5,1,0.2657,0.5878,118692.96,0,Graduate,Contract,Rent,0
45,515133.34,3.6,421209.18,36,15.2,2,0,0.1896,0.2238,537042.71,1,Graduate,Salaried,Mortgage,0
23,750197.81,0.0,309489.59,12,5.6,2,0,0.2188,0.2713,553668.59,0,Postgraduate,Salaried,Mortgage,0
52,300874.42,8.6,68327.79,36,7.4,4,0,0.323,0.296,681811.64,3,Graduate,Salaried,Rent,1
23,965728.63,1.2,708504.29,36,12.2,3,0,0.1641,0.4425,246548.77,1,High School,Salaried,Rent,1
47,1440217.65,8.8,381774.06,36,9.3,4,1,0.3857,0.598,106579.32,2,Graduate,Salaried,Mortgage,1
49,489761.98,11.3,1203412.04,48,0.5,2,0,0.508,0.7938,207026.48,3,Graduate,Salaried,Rent,1
52,352958.15,8.5,582870.95,60,7.0,6,1,0.0844,0.0841,1359852.66,4,High School,Salaried,Own,1
39,757378.44,10.3,316561.04,24,10.4,5,1,0.1302,0.3341,117743.11,0,Postgraduate,Contract,Mortgage,0
41,1446812.61,14.1,900286.58,24,1.6,11,2,0.1914,0.2691,779947.18,0,High School,Salaried,Own,1
25,292818.0,9.9,950969.22,60,10.0,5,2,0.1337,0.3601,25623.88,0,High School,Self-employed,Rent,0
38,353719.02,7.3,390284.87,24,8.6,4,0,0.304,0.5977,284446.49,1,Graduate,Salaried,Rent,0
48,506319.61,12.5,977615.8,60,11.7,6,1,0.3179,0.7646,302103.29,2,Graduate,Salaried,Mortgage,1
42,413965.76,13.0,313656.16,60,4.2,3,1,0.2198,0.5106,242699.9,0,Graduate,Salaried,Rent,0
41,414685.48,13.1,499205.9,36,11.0,4,0,0.1724,0.5592,255752.02,1,Graduate,Self-employed,Own,1
26,205450.68,4.0,652403.37,60,7.6,5,1,0.2144,0.7718,273562.26,3,Graduate,Self-employed,Mortgage,1
21,898703.96,0.6,749462.0,12,14.1,3,0,0.1599,0.5438,283992.54,2,High School,Salaried,Mortgage,0
25,783106.45,3.8,674004.5,36,18.1,2,0,0.5894,0.337,138153.47,2,High School,Salaried,Own,0
32,255342.38,8.8,362498.53,48,13.2,6,0,0.2221,0.3553,144912.79,1,Graduate,Contract,Rent,1
46,1448711.81,6.6,916123.38,36,8.9,7,0,0.2891,0.1855,60600.56,0,Graduate,Contract,Own,0
54,1638560.08,5.2,415037.89,60,16.3,8,1,0.5113,0.5977,323418.8,1,Postgraduate,Salaried,Rent,0
34,430081.32,8.2,310871.55,12,9.4,3,0,0.1125,0.4489,510187.11,1,Graduate,Salaried,Rent,0
46,1234688.62,0.1,313854.0,36,3.4,6,0,0.1567,0.3188,726664.25,1,Graduate,Self-employed,Mortgage,0
47,474292.19,6.6,1588014.92,36,6.8,6,3,0.0963,0.5116,93325.45,5,Graduate,Salaried,Rent,1
29,718083.92,10.5,277815.81,48,10.0,8,2,0.3984,0.6482,45317.49,2,High School,Self-employed,Rent,0
46,410470.14,8.2,1041909.62,24,10.3,6,5,0.2892,0.4678,243229.52,1,Graduate,Salaried,Rent,1
42,2196917.9,8.8,215119.62,36,2.5,5,1,0.0578,0.5479,71411.29,2,Graduate,Self-employed,Own,0
50,552339.5,12.4,617936.76,60,2.6,8,1,0.3585,0.3425,284397.09,4,Graduate,Salaried,Own,0
37,696814.56,5.7,545854.16,24,5.6,10,1,0.1393,0.8093,30835.94,0,High School,Salaried,Mortgage,0
46,445237.03,3.4,1290835.62,48,9.1,4,1,0.4,0.2826,429544.1,1,Graduate,Salaried,Own,0
56,1809301.14,10.8,294090.15,36,9.7,6,1,0.3044,0.4962,203482.73,1,High School,Self-employed,Own,0
21,1834652.59,10.7,245750.27,48,7.6,4,0,0.2623,0.5006,38701.8,0,Graduate,Self-employed,Own,0
28,1593970.6,8.2,417179.19,48,3.7,2,1,0.3723,0.7456,229573.44,0,Graduate,Contract,Rent,0
55,1099944.01,5.4,1327919.58,24,13.9,6,1,0.2355,0.2992,194207.28,2,Postgraduate,Contract,Own,0
35,460972.37,6.0,253292.4,36,2.7,4,0,0.0467,0.6128,273491.74,0,Graduate,Salaried,Own,0
42,1024838.09,0.9,83661.32,60,12.2,5,2,0.3327,0.1194,341916.9,4,Graduate,Salaried,Rent,0
34,647487.07,10.5,467826.11,36,10.0,7,1,0.0496,0.6825,26047.12,4,Graduate,Self-employed,Rent,0
46,1337820.54,10.3,834170.22,60,12.1,4,0,0.4457,0.4657,123469.09,2,High School,Contract,Own,0
48,1200770.23,0.8,232821.89,36,5.2,5,1,0.1638,0.169,167625.58,4,High School,Salaried,Own,0
43,454808.43,9.5,780865.95,24,6.4,9,2,0.2708,0.336,142118.17,0,High School,Salaried,Own,0
34,1094744.8,7.6,229500.55,36,7.2,7,1,0.3755,0.6113,135929.18,0,Graduate,Salaried,Own,0
44,945856.92,1.9,409110.19,60,5.1,3,1,0.2065,0.1299,418433.11,2,Graduate,Salaried,Own,1
22,150000.0,1.2,733986.83,36,7.9,4,0,0.02,0.4754,45057.74,3,Postgraduate,Self-employed,Mortgage,1
46,1009779.75,7.5,207970.26,60,13.3,7,2,0.1981,0.7116,142560.99,0,Postgraduate,Self-employed,Own,0
34,512594.29,4.4,506351.58,60,1.8,2,1,0.131,0.7474,151889.26,2,Graduate,Salaried,Own,0
27,399274.45,13.3,991263.47,36,4.4,3,2,0.2706,0.5785,164912.92,1,Graduate,Contract,Rent,1
23,408780.78,9.8,612350.45,12,3.9,5,0,0.207,0.5032,82360.48,1,Graduate,Salaried,Rent,1
43,603405.09,7.9,281699.43,48,6.6,1,1,0.1815,0.7853,998599.66,2,High School,Salaried,Mortgage,0
38,846411.06,8.1,1207629.36,36,6.5,3,1,0.2129,0.7723,393793.93,1,Postgraduate,Contract,Rent,0
58,306730.11,11.3,690352.76,48,10.1,5,1,0.3219,0.0883,1055938.45,0,High School,Salaried,Rent,0
55,721540.62,9.4,134283.92,36,7.1,8,1,0.2626,0.4128,300417.7,0,Graduate,Salaried,Own,0
35,892645.3,8.0,789189.08,36,8.2,4,3,0.1779,0.1804,331219.6,3,Graduate,Self-employed,Rent,1
45,1809789.0,2.1,310397.68,48,8.6,4,2,0.4857,0.1409,179370.1,0,Graduate,Contract,Own,0
57,359528.26,18.2,511329.34,36,8.0,4,0,0.1162,0.5315,628554.88,2,Graduate,Self-employed,Rent,0
48,536295.69,1.6,866489.67,36,9.8,7,4,0.6385,0.6456,282980.85,1,Postgraduate,Self-employed,Own,1
30,750610.59,4.7,314821.12,36,6.5,6,2,0.1923,0.5138,154537.65,1,High School,Salaried,Mortgage,0
59,1221759.72,0.0,154410.15,36,13.6,5,2,0.497,0.2832,788564.47,0,High School,Salaried,Own,0
37,549852.04,8.2,1197333.11,36,17.2,3,2,0.2697,0.5961,63478.59,1,Graduate,Contract,Own,1
59,1256675.62,6.6,959322.05,48,9.8,6,1,0.0672,0.3012,100209.53,0,High School,Salaried,Own,0
42,223950.06,9.1,425187.89,36,7.9,7,3,0.3998,0.3686,1705223.03,1,Graduate,Salaried,Mortgage,1
46,326239.2,0.0,783657.08,36,9.5,3,0,0.1929,0.2502,307821.36,1,Graduate,Salaried,Mortgage,1
45,787392.42,10.5,353946.65,48,2.6,5,0,0.578,0.8083,21899.03,3,Postgraduate,Self-employed,Rent,1
37,299172.07,2.8,479276.75,24,7.7,3,1,0.4841,0.533,406710.84,0,Graduate,Salaried,Rent,1
33,340703.83,5.4,409714.44,24,4.1,4,1,0.2768,0.3744,79398.06,2,Postgraduate,Self-employed,Rent,0
40,486236.48,9.7,363374.48,60,9.0,7,1,0.0907,0.0567,113693.41,0,Graduate,Salaried,Rent,0
45,993529.55,7.0,568382.3,48,4.1,4,1,0.2453,0.1526,1385351.09,0,Postgraduate,Salaried,Rent,0
24,229107.59,7.3,205188.97,36,5.6,2,0,0.0991,0.45,676795.95,2,High School,Self-employed,Rent,0
30,713824.02,9.2,382114.4,48,0.5,4,1,0.2625,0.4938,890199.93,2,Graduate,Salaried,Mortgage,0
23,1147226.46,7.7,552061.38,12,2.3,8,1,0.5565,0.4513,110732.54,2,Postgraduate,Salaried,Own,0
38,583913.29,4.6,1486252.37,36,8.4,7,5,0.1261,0.5045,142604.0,0,Graduate,Contract,Rent,1
56,530656.93,5.3,210682.1,36,3.5,2,1,0.1548,0.6577,214409.85,1,Postgraduate,Self-employed,Own,1
42,810739.32,6.8,631190.09,36,11.3,4,2,0.4624,0.8301,360565.86,4,High School,Salaried,Mortgage,1
54,584824.2,2.4,677794.6,36,3.2,8,2,0.2332,0.165,136916.28,1,Postgraduate,Salaried,Own,0
28,1396531.92,10.0,132871.22,12,8.8,5,2,0.2367,0.0543,808883.91,2,Graduate,Salaried,Own,0
60,352727.29,7.2,587627.59,24,4.0,4,2,0.2205,0.1668,266641.6,1,High School,Salaried,Rent,0
39,631796.96,6.3,797460.96,60,8.5,1,1,0.1531,0.8024,593300.93,2,High School,Salaried,Own,0
57,727853.56,10.8,659757.16,36,0.9,7,2,0.2743,0.2795,96444.25,4,High School,Salaried,Own,0
26,527855.53,5.5,426108.87,36,5.2,5,0,0.1717,0.0808,128747.61,2,Postgraduate,Salaried,Own,0
46,150000.0,5.3,558834.64,12,3.6,7,1,0.0775,0.1979,219092.98,1,Graduate,Salaried,Own,1
54,594948.39,4.1,502525.63,12,10.5,7,2,0.3119,0.1483,124669.22,2,Postgraduate,Salaried,Own,0
26,1066427.66,7.4,150069.77,48,8.8,3,1,0.2956,0.4521,416187.7,2,Graduate,Salaried,Own,0
57,997181.12,7.2,510252.55,36,2.1,6,3,0.2642,0.3659,422874.32,0,Postgraduate,Contract,Own,1
53,790053.39,3.3,354479.96,36,6.2,5,4,0.2376,0.5994,148666.63,2,Graduate,Contract,Rent,1
42,355365.94,5.3,284608.11,24,3.9,7,2,0.2401,0.5422,304701.86,1,High School,Salaried,Own,0
41,807863.06,3.4,2263071.08,48,10.8,5,1,0.4219,0.2657,921903.1,1,High School,Self-employed,Mortgage,1
26,474177.42,3.2,1015816.3,24,12.1,5,0,0.0689,0.1011,415147.89,1,Postgraduate,Self-employed,Mortgage,0
26,789490.63,0.0,213073.19,24,1.2,3,0,0.074,0.9378,303250.14,2,Graduate,Salaried,Mortgage,0
24,694922.35,5.1,563721.94,36,10.3,6,0,0.5729,0.4539,507354.65,2,High School,Salaried,Rent,0
50,379922.0,0.0,1160915.29,36,3.7,6,1,0.6111,0.1628,690636.05,2,High School,Salaried,Rent,1
31,397868.54,4.1,170156.42,24,6.0,4,0,0.2814,0.2519,606247.48,2,Graduate,Salaried,Own,0
50,790159.41,3.5,473090.46,48,7.1,5,0,0.445,0.486,169927.86,1,Postgraduate,Salaried,Rent,0
51,575569.6,10.2,487794.81,48,14.3,6,0,0.1786,0.6526,370474.59,2,Graduate,Contract,Rent,0
44,409451.14,1.9,196532.38,48,3.0,7,0,0.4708,0.3425,141812.89,2,Graduate,Self-employed,Own,1
29,391277.0,3.0,575912.24,36,10.3,6,4,0.1051,0.314,172328.33,4,Postgraduate,Contract,Rent,1
23,549970.92,4.5,929649.6,12,2.3,8,0,0.2626,0.4076,264105.9,0,Graduate,Contract,Rent,0
51,1539834.16,3.7,1199282.23,24,2.0,6,0,0.1812,0.7379,56497.7,1,Postgraduate,Self-employed,Mortgage,1
60,486691.01,11.5,382665.38,60,7.1,3,1,0.0243,0.1188,241742.08,0,Graduate,Salaried,Rent,0
57,645007.29,1.4,2287733.47,36,7.1,8,1,0.0877,0.3384,103524.03,2,Postgraduate,Salaried,Rent,1
56,687372.75,4.5,118104.43,48,0.5,2,0,0.1939,0.8482,69690.82,2,High School,Salaried,Rent,0
44,348942.74,7.3,567243.37,12,11.6,6,5,0.2019,0.5227,339980.44,1,Graduate,Self-employed,Mortgage,1
51,246512.94,9.5,179694.16,36,0.5,7,1,0.2583,0.1099,146105.34,0,Graduate,Salaried,Own,1
26,369562.53,4.5,477166.89,12,6.4,5,2,0.4618,0.7256,214636.61,3,High School,Self-employed,Rent,1
22,744613.22,0.0,320540.36,36,12.3,5,3,0.1447,0.4487,148986.69,3,Graduate,Contract,Rent,1
40,681982.8,5.4,625604.22,60,15.8,5,2,0.1935,0.4888,109907.77,1,Graduate,Salaried,Mortgage,0
48,956514.53,11.4,414376.56,60,5.5,1,0,0.3294,0.55,197751.9,0,High School,Salaried,Rent,0
31,685524.89,7.1,263053.61,36,1.3,7,1,0.2209,0.624,60531.16,2,Graduate,Self-employed,Mortgage,0
24,611992.64,6.9,274529.43,36,12.2,4,1,0.2843,0.5659,166661.64,1,Postgraduate,Salaried,Own,0
35,466270.35,1.7,1580262.51,60,10.5,4,2,0.2343,0.6262,877909.41,1,Graduate,Salaried,Rent,1
26,1057334.18,1.3,600365.13,48,5.0,6,0,0.4765,0.4985,68949.59,1,Graduate,Self-employed,Mortgage,1
50,392063.29,6.1,148838.81,12,4.5,6,1,0.3614,0.1987,563340.08,0,High School,Self-employed,Rent,0
58,352923.96,0.3,643717.27,36,4.1,4,2,0.3584,0.7413,955653.21,2,High School,Salaried,Rent,1
22,887894.47,9.1,396512.57,24,5.6,3,2,0.0753,0.2896,96019.4,1,Graduate,Contract,Rent,1
35,312228.67,2.6,451347.83,36,8.3,4,0,0.1466,0.1572,233935.17,3,Postgraduate,Salaried,Mortgage,0
31,2453099.02,5.9,766760.8,36,4.7,4,0,0.4503,0.3851,63635.62,1,Postgraduate,Self-employed,Rent,0
28,679236.06,0.0,971018.23,36,5.2,5,2,0.283,0.0612,56455.94,3,Graduate,Self-employed,Own,1
46,787072.78,4.4,257499.89,36,9.6,2,1,0.2834,0.4645,205756.38,3,Graduate,Salaried,Rent,0
25,416689.55,1.3,441384.12,24,1.1,7,2,0.1085,0.4694,249710.18,3,Graduate,Salaried,Mortgage,1
26,546523.17,0.0,315536.84,36,5.5,7,2,0.0664,0.6716,114368.4,5,Graduate,Contract,Rent,1
46,514016.8,8.2,663287.15,60,0.5,6,2,0.5937,0.4003,72832.46,4,Graduate,Salaried,Rent,0
24,482491.41,12.6,386932.27,48,7.4,6,0,0.2214,0.5009,96140.91,1,Graduate,Salaried,Own,0
39,920669.69,10.5,458637.92,36,0.5,4,1,0.4996,0.3808,367172.4,1,High School,Salaried,Own,0
40,507605.99,8.7,377498.91,60,10.6,2,2,0.5054,0.2201,369184.4,0,Postgraduate,Salaried,Mortgage,0
53,1137511.25,4.3,420006.38,60,1.7,1,1,0.2742,0.5489,300956.01,2,High School,Contract,Rent,1
40,2812200.79,9.2,1362764.64,24,0.5,4,3,0.0975,0.6888,132220.83,2,Graduate,Salaried,Mortgage,1
32,552484.11,10.9,2128654.97,12,5.5,2,2,0.176,0.2507,76134.96,1,Postgraduate,Salaried,Own,1
21,706798.7,6.5,574992.76,48,13.8,5,3,0.4258,0.1471,514484.47,2,Graduate,Salaried,Rent,0
46,800861.08,1.3,421688.64,48,9.8,2,0,0.1781,0.2425,669071.67,1,High School,Self-employed,Mortgage,0
34,1760406.47,4.0,159506.34,60,0.5,5,1,0.5612,0.2463,118277.16,0,High School,Salaried,Own,1
58,621114.9,12.8,274506.72,60,1.6,6,1,0.0785,0.2634,158512.96,1,Graduate,Salaried,Own,0
57,411995.76,5.7,414415.53,36,5.4,8,0,0.4824,0.2601,55663.03,1,High School,Contract,Mortgage,0
31,323916.28,0.0,282719.85,36,16.0,8,0,0.2173,0.4749,275918.84,3,Graduate,Salaried,Own,0
56,629597.79,0.1,302721.15,12,3.2,5,2,0.3025,0.1974,947271.58,2,Graduate,Salaried,Rent,0
33,507939.96,4.3,1252943.35,24,3.3,4,1,0.3483,0.3909,382933.56,1,Postgraduate,Contract,Mortgage,1
23,1963487.43,10.1,458500.61,36,13.1,4,3,0.2874,0.5818,1056329.47,1,High School,Self-employed,Rent,0
53,1720545.54,4.9,485940.11,36,7.8,6,1,0.1038,0.0462,131716.2,1,Graduate,Self-employed,Own,0
26,367994.25,10.2,290331.6,36,11.2,8,4,0.392,0.3128,63235.44,4,Graduate,Salaried,Rent,1
30,439683.13,3.9,967438.3,48,4.1,3,1,0.403,0.7637,599684.24,1,Graduate,Salaried,Rent,0
25,676915.14,0.0,391925.38,24,6.6,6,1,0.2981,0.2442,206520.66,2,High School,Salaried,Own,0
43,1401708.17,4.0,320757.76,36,12.3,8,3,0.072,0.5054,88103.39,1,Graduate,Contract,Own,1
30,670705.13,7.4,161057.2,12,6.4,5,0,0.274,0.0445,804976.85,0,Graduate,Contract,Own,0
22,455315.24,7.0,432477.95,36,11.5,3,1,0.1812,0.968,110841.53,2,High School,Salaried,Mortgage,0
33,629286.96,1.0,314319.47,48,8.5,6,3,0.0901,0.3431,73488.21,2,Postgraduate,Salaried,Rent,0
60,460036.43,4.6,1345101.05,48,2.8,6,0,0.1569,0.4829,291268.42,3,Postgraduate,Salaried,Own,1
22,905361.97,16.7,1491864.16,60,6.9,4,4,0.5073,0.2139,63532.93,0,High School,Salaried,Mortgage,1
40,440100.81,1.1,201605.99,24,10.9,9,0,0.2747,0.3971,407824.69,0,Graduate,Salaried,Own,0
21,490896.12,8.6,216989.29,36,9.7,3,3,0.3373,0.8021,71600.85,0,Graduate,Self-employed,Own,0
57,1231558.8,0.0,376019.05,36,6.8,5,0,0.3189,0.2239,220114.72,1,High School,Contract,Own,0
29,425971.16,9.5,264759.79,36,0.5,5,2,0.2208,0.4241,231898.69,1,Graduate,Self-employed,Own,0
37,293419.09,2.4,518307.32,60,0.5,7,1,0.1459,0.5207,222492.08,3,Postgraduate,Self-employed,Own,0
29,684863.07,7.6,363923.0,48,0.7,5,1,0.198,0.3538,64251.29,3,Graduate,Self-employed,Rent,1
31,533101.58,0.8,540013.21,60,5.0,2,1,0.3433,0.4904,154058.4,2,Postgraduate,Self-employed,Own,1
35,861134.66,7.2,871057.83,24,5.5,3,1,0.5439,0.5818,540139.45,4,Graduate,Salaried,Rent,1
44,774007.78,2.4,225315.94,60,1.1,7,1,0.0851,0.1825,153138.61,1,High School,Salaried,Mortgage,0
58,638688.71,3.1,859314.41,12,11.1,6,0,0.1616,0.347,71682.93,1,High School,Salaried,Mortgage,0
55,628539.25,7.8,280233.59,60,1.9,9,4,0.2981,0.5094,126077.9,1,Graduate,Self-employed,Rent,1
50,433655.4,4.3,1818489.4,36,1.5,5,1,0.2574,0.6807,65780.25,1,Graduate,Contract,Rent,1
51,680490.09,7.5,1290625.11,36,7.4,5,0,0.4283,0.6706,31423.97,1,High School,Salaried,Own,1
25,1055404.09,5.2,418110.34,36,10.9,5,1,0.2805,0.0918,156304.2,2,Graduate,Contract,Mortgage,1
34,380534.43,6.3,240547.68,60,15.2,4,1,0.3744,0.5679,194993.31,1,Postgraduate,Salaried,Mortgage,1
31,648073.3,7.8,212424.09,12,9.3,4,1,0.4358,0.6983,314840.07,0,Graduate,Self-employed,Rent,0
29,1150654.49,4.6,794017.98,36,13.3,8,0,0.3185,0.3628,261608.49,1,High School,Contract,Rent,1
54,858301.65,2.0,441194.48,60,2.2,4,1,0.3997,0.5427,294322.11,1,High School,Self-employed,Mortgage,0
32,1335662.17,3.9,821975.89,36,15.6,4,2,0.5212,0.485,174181.95,1,Postgraduate,Contract,Rent,1
55,475560.49,10.8,1885590.69,24,0.5,7,3,0.1903,0.4345,987282.55,0,Postgraduate,Salaried,Own,1
55,237472.0,6.5,272734.47,36,5.0,4,1,0.354,0.4903,91813.21,0,Graduate,Salaried,Rent,0
21,725840.91,2.6,202280.98,36,9.2,4,0,0.0607,0.5773,139667.95,0,Postgraduate,Salaried,Mortgage,0
60,793446.66,7.6,510000.51,60,0.6,3,1,0.157,0.5428,678487.27,2,High School,Salaried,Rent,1
42,1379676.65,7.9,947040.0,48,3.3,6,1,0.3896,0.4108,131766.04,1,High School,Contract,Own,0
49,1249442.23,8.1,244190.44,36,2.7,6,1,0.4512,0.5098,164808.31,1,High School,Salaried,Own,0
28,873214.61,2.1,460242.56,60,5.8,7,1,0.1038,0.2392,248714.23,1,High School,Salaried,Mortgage,0
31,990229.74,3.3,1096387.5,36,12.7,4,0,0.2839,0.4653,458025.93,1,Postgraduate,Self-employed,Rent,0
57,584917.35,3.3,155691.58,12,7.1,7,0,0.6281,0.3673,201655.21,1,Graduate,Salaried,Rent,0
34,332439.98,4.6,524373.52,24,5.1,3,0,0.3746,0.6467,88762.27,1,High School,Salaried,Rent,0
50,693477.66,8.2,316771.46,36,0.5,5,2,0.0637,0.1884,129657.37,0,Postgraduate,Salaried,Mortgage,0
55,1115867.9,7.2,487821.41,24,8.9,10,0,0.3692,0.2743,277261.67,2,Postgraduate,Salaried,Own,0
41,932594.83,7.5,713803.26,60,10.2,5,2,0.1129,0.9261,142148.01,1,High School,Salaried,Own,1
57,1028201.46,11.4,519451.33,48,0.5,5,2,0.2432,0.4229,123855.56,2,Graduate,Salaried,Rent,1
25,513734.57,8.8,233364.83,24,6.7,2,3,0.1693,0.7401,85400.93,1,Graduate,Salaried,Own,1
39,561674.0,5.4,324874.06,36,7.8,1,1,0.1132,0.4584,467660.55,2,Graduate,Salaried,Own,0
34,847979.43,1.3,1137437.29,48,10.9,5,4,0.1609,0.7848,163317.28,5,Graduate,Self-employed,Rent,1
46,481253.08,3.1,557272.29,60,4.1,3,0,0.2158,0.6813,164147.79,2,High School,Self-employed,Mortgage,1
24,489472.35,5.0,777011.4,60,3.5,5,1,0.301,0.7084,310091.86,2,Graduate,Salaried,Rent,1
45,765755.24,9.3,529503.37,36,5.2,3,1,0.2839,0.561,60525.75,2,Postgraduate,Contract,Own,0
45,987789.85,5.9,761410.8,48,12.1,4,2,0.379,0.4808,186148.84,3,Postgraduate,Contract,Mortgage,1
38,582443.15,3.4,347843.49,36,11.2,5,0,0.346,0.4777,600170.77,2,High School,Contract,Mortgage,0
60,342824.33,3.1,273243.96,36,6.9,5,3,0.315,0.5346,171038.74,1,High School,Salaried,Mortgage,1
28,433668.41,5.7,739261.04,24,11.1,5,0,0.0517,0.714,214555.69,1,Postgraduate,Contract,Rent,1
59,727047.64,9.6,936398.08,24,0.5,5,1,0.2689,0.5904,210754.41,3,Graduate,Self-employed,Own,1
60,722204.9,12.4,248381.22,36,10.2,5,2,0.1327,0.5389,420747.27,2,Graduate,Salaried,Rent,0
34,742225.67,5.2,309476.9,24,2.5,7,1,0.2621,0.6706,211439.05,1,Graduate,Salaried,Rent,0
52,865826.7,5.8,404701.76,12,14.1,6,2,0.0985,0.3995,1297020.21,3,Graduate,Self-employed,Own,0
58,652080.6,1.1,1289659.59,48,2.7,5,1,0.351,0.291,216583.88,1,Graduate,Salaried,Mortgage,1
53,752012.68,13.8,648904.55,12,3.6,7,1,0.473,0.2311,127021.28,2,Graduate,Salaried,Rent,0
43,634100.6,0.4,190297.98,36,9.2,3,2,0.0894,0.5809,603360.17,0,High School,Salaried,Rent,1
35,1222649.84,10.7,423608.11,36,9.6,7,0,0.2883,0.4803,152080.19,3,Postgraduate,Self-employed,Own,0
53,1429043.3,4.5,383533.28,60,5.2,5,1,0.3813,0.4419,111416.53,1,Postgraduate,Contract,Rent,0
45,337989.95,3.6,209898.14,36,8.5,3,2,0.311,0.1438,69561.77,3,Postgraduate,Salaried,Own,0
37,564863.32,1.6,420368.97,12,9.0,11,0,0.0869,0.4136,264003.97,1,Postgraduate,Self-employed,Rent,0
53,661804.92,15.6,372681.16,36,8.6,5,0,0.1952,0.5477,124834.47,2,Graduate,Salaried,Rent,0
22,561251.59,6.9,355735.13,60,5.4,6,1,0.1893,0.2395,96647.79,0,High School,Self-employed,Own,0
34,1742506.35,6.1,345312.46,60,9.0,7,1,0.3843,0.7624,114469.26,0,High School,Salaried,Mortgage,1
60,735203.82,9.5,1171046.87,36,12.6,6,6,0.2671,0.1752,134599.07,3,High School,Contract,Own,1
60,417388.67,3.4,355256.68,36,2.1,3,0,0.3491,0.1907,350418.67,2,Graduate,Salaried,Mortgage,0
59,902361.89,6.0,464765.87,60,3.6,2,0,0.3287,0.3998,265014.77,1,Graduate,Salaried,Rent,0
26,754464.6,6.2,433135.46,24,7.1,5,2,0.2661,0.1747,160344.51,2,Postgraduate,Salaried,Mortgage,0
26,768375.44,4.0,324078.78,36,2.8,5,3,0.2074,0.2757,281921.37,2,Graduate,Self-employed,Own,1
23,1756896.62,10.8,473866.51,36,0.5,8,2,0.1504,0.2316,165320.23,2,Graduate,Contract,Mortgage,1
27,788320.09,5.1,469526.84,12,11.4,3,1,0.0813,0.3838,212344.54,0,Graduate,Salaried,Own,1
28,550022.14,0.0,473944.07,36,0.5,2,0,0.0713,0.0969,105573.21,1,High School,Salaried,Rent,1
35,221754.37,4.8,257429.54,24,5.4,7,3,0.2545,0.3034,106356.18,3,Postgraduate,Self-employed,Rent,1
49,593479.64,7.0,393573.03,48,10.0,4,1,0.4219,0.6447,203168.34,2,Graduate,Contract,Own,1
53,1333091.31,2.4,737640.66,60,8.1,2,0,0.2811,0.7189,203533.18,3,High School,Salaried,Rent,0
50,618210.71,2.7,400361.05,24,5.5,4,1,0.3374,0.1919,404196.65,1,Postgraduate,Salaried,Mortgage,1
